,SNo,ObservationDate,Province/State,Country,Last Update,Confirmed,Deaths,Recovered
42403,42404,06/15/2020,,Somalia,2020-06-16 04:33:09,2642.0,88.0,622.0
42404,42405,06/15/2020,,South Africa,2020-06-16 04:33:09,73533.0,1568.0,39867.0
42406,42407,06/15/2020,,South Sudan,2020-06-16 04:33:09,1693.0,27.0,49.0
42408,42409,06/15/2020,,Sudan,2020-06-16 04:33:09,7435.0,468.0,2720.0
42414,42415,06/15/2020,,Tanzania,2020-06-16 04:33:09,509.0,21.0,183.0
42417,42418,06/15/2020,,Togo,2020-06-16 04:33:09,531.0,13.0,299.0
42419,42420,06/15/2020,,Tunisia,2020-06-16 04:33:09,1110.0,49.0,999.0
42421,42422,06/15/2020,,Uganda,2020-06-16 04:33:09,705.0,0.0,299.0
42428,42429,06/15/2020,,Western Sahara,2020-06-16 04:33:09,9.0,1.0,8.0
42430,42431,06/15/2020,,Zambia,2020-06-16 04:33:09,1382.0,11.0,1142.0
42431,42432,06/15/2020,,Zimbabwe,2020-06-16 04:33:09,387.0,4.0,54.0
42994,42995,06/16/2020,,Algeria,2020-06-17 04:33:21,11147.0,788.0,7842.0
42996,42997,06/16/2020,,Angola,2020-06-17 04:33:21,148.0,6.0,64.0
43009,43010,06/16/2020,,Benin,2020-06-17 04:33:21,532.0,9.0,236.0
43013,43014,06/16/2020,,Botswana,2020-06-17 04:33:21,60.0,1.0,24.0
43016,43017,06/16/2020,,Burkina Faso,2020-06-17 04:33:21,895.0,53.0,807.0
43018,43019,06/16/2020,,Burundi,2020-06-17 04:33:21,104.0,1.0,75.0
43021,43022,06/16/2020,,Cameroon,2020-06-17 04:33:21,9864.0,276.0,5570.0
43022,43023,06/16/2020,,Central African Republic,2020-06-17 04:33:21,2410.0,14.0,396.0
43023,43024,06/16/2020,,Chad,2020-06-17 04:33:21,853.0,74.0,720.0
43024,43025,06/16/2020,,Comoros,2020-06-17 04:33:21,197.0,3.0,127.0
43025,43026,06/16/2020,,Congo (Brazzaville),2020-06-17 04:33:21,883.0,27.0,391.0
43026,43027,06/16/2020,,Congo (Kinshasa),2020-06-17 04:33:21,4974.0,112.0,628.0
43034,43035,06/16/2020,,Djibouti,2020-06-17 04:33:21,4539.0,43.0,3324.0
43038,43039,06/16/2020,,Egypt,2020-06-17 04:33:21,47856.0,1766.0,12730.0
43040,43041,06/16/2020,,Equatorial Guinea,2020-06-17 04:33:21,1664.0,32.0,515.0
43041,43042,06/16/2020,,Eritrea,2020-06-17 04:33:21,121.0,0.0,39.0
43043,43044,06/16/2020,,Eswatini,2020-06-17 04:33:21,520.0,4.0,259.0
43044,43045,06/16/2020,,Ethiopia,2020-06-17 04:33:21,3630.0,61.0,738.0
43048,43049,06/16/2020,,Gabon,2020-06-17 04:33:21,4114.0,29.0,1432.0
43049,43050,06/16/2020,,Gambia,2020-06-17 04:33:21,34.0,1.0,24.0
43051,43052,06/16/2020,,Ghana,2020-06-17 04:33:21,12193.0,58.0,4326.0
43055,43056,06/16/2020,,Guinea,2020-06-17 04:33:21,4639.0,26.0,3327.0
43056,43057,06/16/2020,,Guinea-Bissau,2020-06-17 04:33:21,1492.0,15.0,153.0
43068,43069,06/16/2020,,Ivory Coast,2020-06-17 04:33:21,5679.0,46.0,2637.0
43072,43073,06/16/2020,,Kenya,2020-06-17 04:33:21,3860.0,105.0,1328.0
43079,43080,06/16/2020,,Lesotho,2020-06-17 04:33:21,4.0,0.0,2.0
43080,43081,06/16/2020,,Liberia,2020-06-17 04:33:21,509.0,33.0,222.0
43081,43082,06/16/2020,,Libya,2020-06-17 04:33:21,484.0,10.0,76.0
43086,43087,06/16/2020,,Madagascar,2020-06-17 04:33:21,1317.0,12.0,417.0
43087,43088,06/16/2020,,Malawi,2020-06-17 04:33:21,564.0,6.0,73.0
43090,43091,06/16/2020,,Mali,2020-06-17 04:33:21,1885.0,104.0,1145.0
43092,43093,06/16/2020,,Mauritania,2020-06-17 04:33:21,2057.0,93.0,373.0
43093,43094,06/16/2020,,Mauritius,2020-06-17 04:33:21,337.0,10.0,325.0
43098,43099,06/16/2020,,Morocco,2020-06-17 04:33:21,8931.0,212.0,7937.0
43099,43100,06/16/2020,,Mozambique,2020-06-17 04:33:21,638.0,4.0,160.0
43100,43101,06/16/2020,,Namibia,2020-06-17 04:33:21,34.0,0.0,18.0
43105,43106,06/16/2020,,Niger,2020-06-17 04:33:21,1016.0,66.0,885.0
43106,43107,06/16/2020,,Nigeria,2020-06-17 04:33:21,17148.0,455.0,5623.0
43118,43119,06/16/2020,,Rwanda,2020-06-17 04:33:21,636.0,2.0,338.0
43123,43124,06/16/2020,,Sao Tome and Principe,2020-06-17 04:33:21,671.0,12.0,182.0
43125,43126,06/16/2020,,Senegal,2020-06-17 04:33:21,5247.0,70.0,3525.0
43127,43128,06/16/2020,,Seychelles,2020-06-17 04:33:21,11.0,0.0,11.0
43128,43129,06/16/2020,,Sierra Leone,2020-06-17 04:33:21,1225.0,51.0,686.0
43132,43133,06/16/2020,,Somalia,2020-06-17 04:33:21,2658.0,88.0,649.0
43133,43134,06/16/2020,,South Africa,2020-06-17 04:33:21,76334.0,1625.0,42063.0
43135,43136,06/16/2020,,South Sudan,2020-06-17 04:33:21,1776.0,30.0,58.0
43137,43138,06/16/2020,,Sudan,2020-06-17 04:33:21,7740.0,477.0,2820.0
43143,43144,06/16/2020,,Tanzania,2020-06-17 04:33:21,509.0,21.0,183.0
43146,43147,06/16/2020,,Togo,2020-06-17 04:33:21,537.0,13.0,344.0
43148,43149,06/16/2020,,Tunisia,2020-06-17 04:33:21,1125.0,49.0,1002.0
43150,43151,06/16/2020,,Uganda,2020-06-17 04:33:21,724.0,0.0,351.0
43157,43158,06/16/2020,,Western Sahara,2020-06-17 04:33:21,9.0,1.0,8.0
43159,43160,06/16/2020,,Zambia,2020-06-17 04:33:21,1405.0,11.0,1142.0
43160,43161,06/16/2020,,Zimbabwe,2020-06-17 04:33:21,391.0,4.0,62.0
43723,43724,06/17/2020,,Algeria,2020-06-18 04:33:18,11268.0,799.0,7943.0
43725,43726,06/17/2020,,Angola,2020-06-18 04:33:18,155.0,7.0,64.0
43738,43739,06/17/2020,,Benin,2020-06-18 04:33:18,572.0,9.0,237.0
43742,43743,06/17/2020,,Botswana,2020-06-18 04:33:18,79.0,1.0,25.0
43745,43746,06/17/2020,,Burkina Faso,2020-06-18 04:33:18,899.0,53.0,809.0
43747,43748,06/17/2020,,Burundi,2020-06-18 04:33:18,104.0,1.0,75.0
43750,43751,06/17/2020,,Cameroon,2020-06-18 04:33:18,9864.0,276.0,5570.0
43751,43752,06/17/2020,,Central African Republic,2020-06-18 04:33:18,2564.0,18.0,402.0
43752,43753,06/17/2020,,Chad,2020-06-18 04:33:18,854.0,74.0,721.0
43753,43754,06/17/2020,,Comoros,2020-06-18 04:33:18,197.0,3.0,127.0
43754,43755,06/17/2020,,Congo (Brazzaville),2020-06-18 04:33:18,883.0,27.0,391.0
43755,43756,06/17/2020,,Congo (Kinshasa),2020-06-18 04:33:18,5100.0,115.0,640.0
43763,43764,06/17/2020,,Djibouti,2020-06-18 04:33:18,4545.0,43.0,3411.0
43767,43768,06/17/2020,,Egypt,2020-06-18 04:33:18,49219.0,1850.0,13141.0
43769,43770,06/17/2020,,Equatorial Guinea,2020-06-18 04:33:18,1664.0,32.0,515.0
43770,43771,06/17/2020,,Eritrea,2020-06-18 04:33:18,131.0,0.0,39.0
43772,43773,06/17/2020,,Eswatini,2020-06-18 04:33:18,563.0,4.0,262.0
43773,43774,06/17/2020,,Ethiopia,2020-06-18 04:33:18,3759.0,63.0,849.0
43777,43778,06/17/2020,,Gabon,2020-06-18 04:33:18,4229.0,30.0,1505.0
43778,43779,06/17/2020,,Gambia,2020-06-18 04:33:18,34.0,1.0,24.0
43780,43781,06/17/2020,,Ghana,2020-06-18 04:33:18,12590.0,66.0,4410.0
43784,43785,06/17/2020,,Guinea,2020-06-18 04:33:18,4668.0,26.0,3364.0
43785,43786,06/17/2020,,Guinea-Bissau,2020-06-18 04:33:18,1492.0,15.0,153.0
43797,43798,06/17/2020,,Ivory Coast,2020-06-18 04:33:18,6063.0,48.0,2749.0
43801,43802,06/17/2020,,Kenya,2020-06-18 04:33:18,4044.0,107.0,1353.0
43808,43809,06/17/2020,,Lesotho,2020-06-18 04:33:18,4.0,0.0,2.0
43809,43810,06/17/2020,,Liberia,2020-06-18 04:33:18,516.0,33.0,240.0
43810,43811,06/17/2020,,Libya,2020-06-18 04:33:18,500.0,10.0,78.0
43815,43816,06/17/2020,,Madagascar,2020-06-18 04:33:18,1378.0,12.0,450.0
43816,43817,06/17/2020,,Malawi,2020-06-18 04:33:18,572.0,6.0,73.0
43819,43820,06/17/2020,,Mali,2020-06-18 04:33:18,1890.0,107.0,1168.0
43821,43822,06/17/2020,,Mauritania,2020-06-18 04:33:18,2223.0,95.0,427.0
43822,43823,06/17/2020,,Mauritius,2020-06-18 04:33:18,337.0,10.0,325.0
43827,43828,06/17/2020,,Morocco,2020-06-18 04:33:18,8997.0,213.0,7993.0
43828,43829,06/17/2020,,Mozambique,2020-06-18 04:33:18,651.0,4.0,160.0
43829,43830,06/17/2020,,Namibia,2020-06-18 04:33:18,36.0,0.0,19.0
43834,43835,06/17/2020,,Niger,2020-06-18 04:33:18,1020.0,67.0,893.0
43835,43836,06/17/2020,,Nigeria,2020-06-18 04:33:18,17735.0,469.0,5967.0
43847,43848,06/17/2020,,Rwanda,2020-06-18 04:33:18,639.0,2.0,347.0
43852,43853,06/17/2020,,Sao Tome and Principe,2020-06-18 04:33:18,683.0,12.0,188.0
43854,43855,06/17/2020,,Senegal,2020-06-18 04:33:18,5369.0,73.0,3606.0
43856,43857,06/17/2020,,Seychelles,2020-06-18 04:33:18,11.0,0.0,11.0
43857,43858,06/17/2020,,Sierra Leone,2020-06-18 04:33:18,1249.0,51.0,707.0
43861,43862,06/17/2020,,Somalia,2020-06-18 04:33:18,2696.0,88.0,685.0
43862,43863,06/17/2020,,South Africa,2020-06-18 04:33:18,80412.0,1674.0,44331.0
43864,43865,06/17/2020,,South Sudan,2020-06-18 04:33:18,1813.0,31.0,89.0
43866,43867,06/17/2020,,Sudan,2020-06-18 04:33:18,8020.0,487.0,2966.0
43872,43873,06/17/2020,,Tanzania,2020-06-18 04:33:18,509.0,21.0,183.0
43875,43876,06/17/2020,,Togo,2020-06-18 04:33:18,544.0,13.0,353.0
43877,43878,06/17/2020,,Tunisia,2020-06-18 04:33:18,1128.0,50.0,1004.0
43879,43880,06/17/2020,,Uganda,2020-06-18 04:33:18,732.0,0.0,420.0
43886,43887,06/17/2020,,Western Sahara,2020-06-18 04:33:18,9.0,1.0,8.0
43888,43889,06/17/2020,,Zambia,2020-06-18 04:33:18,1412.0,11.0,1142.0
43889,43890,06/17/2020,,Zimbabwe,2020-06-18 04:33:18,401.0,4.0,63.0
44452,44453,06/18/2020,,Algeria,2020-06-19 04:33:17,11385.0,811.0,8078.0
44454,44455,06/18/2020,,Angola,2020-06-19 04:33:17,166.0,8.0,64.0
44467,44468,06/18/2020,,Benin,2020-06-19 04:33:17,597.0,11.0,238.0
44471,44472,06/18/2020,,Botswana,2020-06-19 04:33:17,79.0,1.0,25.0
44474,44475,06/18/2020,,Burkina Faso,2020-06-19 04:33:17,899.0,53.0,810.0
44476,44477,06/18/2020,,Burundi,2020-06-19 04:33:17,104.0,1.0,75.0
44479,44480,06/18/2020,,Cameroon,2020-06-19 04:33:17,9864.0,276.0,5570.0
44480,44481,06/18/2020,,Central African Republic,2020-06-19 04:33:17,2605.0,19.0,417.0
44481,44482,06/18/2020,,Chad,2020-06-19 04:33:17,854.0,74.0,733.0
44482,44483,06/18/2020,,Comoros,2020-06-19 04:33:17,210.0,5.0,129.0
44483,44484,06/18/2020,,Congo (Brazzaville),2020-06-19 04:33:17,883.0,27.0,391.0
44484,44485,06/18/2020,,Congo (Kinshasa),2020-06-19 04:33:17,5283.0,117.0,685.0
44492,44493,06/18/2020,,Djibouti,2020-06-19 04:33:17,4557.0,43.0,3527.0
44496,44497,06/18/2020,,Egypt,2020-06-19 04:33:17,50437.0,1938.0,13528.0
44498,44499,06/18/2020,,Equatorial Guinea,2020-06-19 04:33:17,1664.0,32.0,515.0
44499,44500,06/18/2020,,Eritrea,2020-06-19 04:33:17,142.0,0.0,39.0
44501,44502,06/18/2020,,Eswatini,2020-06-19 04:33:17,586.0,4.0,267.0
44502,44503,06/18/2020,,Ethiopia,2020-06-19 04:33:17,3954.0,65.0,934.0
44506,44507,06/18/2020,,Gabon,2020-06-19 04:33:17,4340.0,32.0,1657.0
44507,44508,06/18/2020,,Gambia,2020-06-19 04:33:17,36.0,1.0,24.0
44509,44510,06/18/2020,,Ghana,2020-06-19 04:33:17,12929.0,66.0,4468.0
44513,44514,06/18/2020,,Guinea,2020-06-19 04:33:17,4841.0,26.0,3467.0
44514,44515,06/18/2020,,Guinea-Bissau,2020-06-19 04:33:17,1492.0,15.0,153.0
44526,44527,06/18/2020,,Ivory Coast,2020-06-19 04:33:17,6444.0,49.0,2863.0
44530,44531,06/18/2020,,Kenya,2020-06-19 04:33:17,4257.0,117.0,1459.0
44537,44538,06/18/2020,,Lesotho,2020-06-19 04:33:17,4.0,0.0,2.0
44538,44539,06/18/2020,,Liberia,2020-06-19 04:33:17,542.0,33.0,250.0
44539,44540,06/18/2020,,Libya,2020-06-19 04:33:17,510.0,10.0,81.0
44544,44545,06/18/2020,,Madagascar,2020-06-19 04:33:17,1403.0,13.0,463.0
44545,44546,06/18/2020,,Malawi,2020-06-19 04:33:17,592.0,8.0,74.0
44548,44549,06/18/2020,,Mali,2020-06-19 04:33:17,1906.0,107.0,1192.0
44550,44551,06/18/2020,,Mauritania,2020-06-19 04:33:17,2424.0,97.0,550.0
44551,44552,06/18/2020,,Mauritius,2020-06-19 04:33:17,337.0,10.0,325.0
44556,44557,06/18/2020,,Morocco,2020-06-19 04:33:17,9074.0,213.0,8041.0
44557,44558,06/18/2020,,Mozambique,2020-06-19 04:33:17,662.0,4.0,175.0
44558,44559,06/18/2020,,Namibia,2020-06-19 04:33:17,39.0,0.0,19.0
44563,44564,06/18/2020,,Niger,2020-06-19 04:33:17,1020.0,67.0,901.0
44564,44565,06/18/2020,,Nigeria,2020-06-19 04:33:17,18480.0,475.0,6307.0
44576,44577,06/18/2020,,Rwanda,2020-06-19 04:33:17,646.0,2.0,350.0
44581,44582,06/18/2020,,Sao Tome and Principe,2020-06-19 04:33:17,688.0,12.0,191.0
44583,44584,06/18/2020,,Senegal,2020-06-19 04:33:17,5475.0,76.0,3716.0
44585,44586,06/18/2020,,Seychelles,2020-06-19 04:33:17,11.0,0.0,11.0
44586,44587,06/18/2020,,Sierra Leone,2020-06-19 04:33:17,1272.0,51.0,710.0
44590,44591,06/18/2020,,Somalia,2020-06-19 04:33:17,2719.0,88.0,724.0
44591,44592,06/18/2020,,South Africa,2020-06-19 04:33:17,83890.0,1737.0,44920.0
44593,44594,06/18/2020,,South Sudan,2020-06-19 04:33:17,1830.0,32.0,117.0
44595,44596,06/18/2020,,Sudan,2020-06-19 04:33:17,8020.0,487.0,2966.0
44601,44602,06/18/2020,,Tanzania,2020-06-19 04:33:17,509.0,21.0,183.0
44604,44605,06/18/2020,,Togo,2020-06-19 04:33:17,547.0,13.0,353.0
44606,44607,06/18/2020,,Tunisia,2020-06-19 04:33:17,1132.0,50.0,1006.0
44608,44609,06/18/2020,,Uganda,2020-06-19 04:33:17,741.0,0.0,486.0
44615,44616,06/18/2020,,Western Sahara,2020-06-19 04:33:17,9.0,1.0,8.0
44617,44618,06/18/2020,,Zambia,2020-06-19 04:33:17,1416.0,11.0,1144.0
44618,44619,06/18/2020,,Zimbabwe,2020-06-19 04:33:17,463.0,4.0,63.0
45181,45182,06/19/2020,,Algeria,2020-06-20 04:33:19,11504.0,825.0,8196.0
45183,45184,06/19/2020,,Angola,2020-06-20 04:33:19,172.0,8.0,66.0
45196,45197,06/19/2020,,Benin,2020-06-20 04:33:19,650.0,11.0,247.0
45200,45201,06/19/2020,,Botswana,2020-06-20 04:33:19,89.0,1.0,25.0
45203,45204,06/19/2020,,Burkina Faso,2020-06-20 04:33:19,900.0,53.0,810.0
45205,45206,06/19/2020,,Burundi,2020-06-20 04:33:19,104.0,1.0,75.0
45208,45209,06/19/2020,,Cameroon,2020-06-20 04:33:19,10638.0,282.0,7548.0
45209,45210,06/19/2020,,Central African Republic,2020-06-20 04:33:19,2605.0,19.0,417.0
45210,45211,06/19/2020,,Chad,2020-06-20 04:33:19,858.0,74.0,742.0
45211,45212,06/19/2020,,Comoros,2020-06-20 04:33:19,210.0,5.0,129.0
45212,45213,06/19/2020,,Congo (Brazzaville),2020-06-20 04:33:19,883.0,27.0,391.0
45213,45214,06/19/2020,,Congo (Kinshasa),2020-06-20 04:33:19,5477.0,122.0,719.0
45221,45222,06/19/2020,,Djibouti,2020-06-20 04:33:19,4565.0,45.0,3565.0
45225,45226,06/19/2020,,Egypt,2020-06-20 04:33:19,52211.0,2017.0,13928.0
45227,45228,06/19/2020,,Equatorial Guinea,2020-06-20 04:33:19,1664.0,32.0,515.0
45228,45229,06/19/2020,,Eritrea,2020-06-20 04:33:19,142.0,0.0,39.0
45230,45231,06/19/2020,,Eswatini,2020-06-20 04:33:19,623.0,4.0,276.0
45231,45232,06/19/2020,,Ethiopia,2020-06-20 04:33:19,4070.0,72.0,1029.0
45235,45236,06/19/2020,,Gabon,2020-06-20 04:33:19,4428.0,34.0,1750.0
45236,45237,06/19/2020,,Gambia,2020-06-20 04:33:19,36.0,1.0,24.0
45238,45239,06/19/2020,,Ghana,2020-06-20 04:33:19,13203.0,70.0,4548.0
45242,45243,06/19/2020,,Guinea,2020-06-20 04:33:19,4904.0,27.0,3522.0
45243,45244,06/19/2020,,Guinea-Bissau,2020-06-20 04:33:19,1541.0,17.0,153.0
45255,45256,06/19/2020,,Ivory Coast,2020-06-20 04:33:19,6874.0,49.0,2942.0
45259,45260,06/19/2020,,Kenya,2020-06-20 04:33:19,4374.0,119.0,1550.0
45266,45267,06/19/2020,,Lesotho,2020-06-20 04:33:19,4.0,0.0,2.0
45267,45268,06/19/2020,,Liberia,2020-06-20 04:33:19,581.0,33.0,250.0
45268,45269,06/19/2020,,Libya,2020-06-20 04:33:19,520.0,10.0,83.0
45273,45274,06/19/2020,,Madagascar,2020-06-20 04:33:19,1443.0,13.0,498.0
45274,45275,06/19/2020,,Malawi,2020-06-20 04:33:19,620.0,8.0,91.0
45277,45278,06/19/2020,,Mali,2020-06-20 04:33:19,1923.0,108.0,1217.0
45279,45280,06/19/2020,,Mauritania,2020-06-20 04:33:19,2621.0,102.0,653.0
45280,45281,06/19/2020,,Mauritius,2020-06-20 04:33:19,337.0,10.0,325.0
45285,45286,06/19/2020,,Morocco,2020-06-20 04:33:19,9613.0,213.0,8117.0
45286,45287,06/19/2020,,Mozambique,2020-06-20 04:33:19,668.0,4.0,177.0
45287,45288,06/19/2020,,Namibia,2020-06-20 04:33:19,45.0,0.0,19.0
45292,45293,06/19/2020,,Niger,2020-06-20 04:33:19,1020.0,67.0,901.0
45293,45294,06/19/2020,,Nigeria,2020-06-20 04:33:19,19147.0,487.0,6581.0
45305,45306,06/19/2020,,Rwanda,2020-06-20 04:33:19,661.0,2.0,351.0
45310,45311,06/19/2020,,Sao Tome and Principe,2020-06-20 04:33:19,693.0,12.0,199.0
45312,45313,06/19/2020,,Senegal,2020-06-20 04:33:19,5639.0,79.0,3788.0
45314,45315,06/19/2020,,Seychelles,2020-06-20 04:33:19,11.0,0.0,11.0
45315,45316,06/19/2020,,Sierra Leone,2020-06-20 04:33:19,1298.0,53.0,732.0
45319,45320,06/19/2020,,Somalia,2020-06-20 04:33:19,2719.0,88.0,724.0
45320,45321,06/19/2020,,South Africa,2020-06-20 04:33:19,87715.0,1831.0,47825.0
45322,45323,06/19/2020,,South Sudan,2020-06-20 04:33:19,1864.0,34.0,122.0
45324,45325,06/19/2020,,Sudan,2020-06-20 04:33:19,8316.0,506.0,3086.0
45330,45331,06/19/2020,,Tanzania,2020-06-20 04:33:19,509.0,21.0,183.0
45333,45334,06/19/2020,,Togo,2020-06-20 04:33:19,555.0,13.0,361.0
45335,45336,06/19/2020,,Tunisia,2020-06-20 04:33:19,1146.0,50.0,1014.0
45337,45338,06/19/2020,,Uganda,2020-06-20 04:33:19,755.0,0.0,492.0
45344,45345,06/19/2020,,Western Sahara,2020-06-20 04:33:19,9.0,1.0,8.0
45346,45347,06/19/2020,,Zambia,2020-06-20 04:33:19,1430.0,11.0,1194.0
45347,45348,06/19/2020,,Zimbabwe,2020-06-20 04:33:19,479.0,4.0,63.0
45910,45911,06/20/2020,,Algeria,2020-06-21 04:33:19,11631.0,837.0,8324.0
45912,45913,06/20/2020,,Angola,2020-06-21 04:33:19,176.0,9.0,66.0
45925,45926,06/20/2020,,Benin,2020-06-21 04:33:19,650.0,11.0,247.0
45929,45930,06/20/2020,,Botswana,2020-06-21 04:33:19,89.0,1.0,25.0
45932,45933,06/20/2020,,Burkina Faso,2020-06-21 04:33:19,901.0,53.0,810.0
45934,45935,06/20/2020,,Burundi,2020-06-21 04:33:19,104.0,1.0,75.0
45937,45938,06/20/2020,,Cameroon,2020-06-21 04:33:19,11610.0,301.0,7702.0
45938,45939,06/20/2020,,Central African Republic,2020-06-21 04:33:19,2686.0,19.0,420.0
45939,45940,06/20/2020,,Chad,2020-06-21 04:33:19,858.0,74.0,746.0
45940,45941,06/20/2020,,Comoros,2020-06-21 04:33:19,247.0,5.0,159.0
45941,45942,06/20/2020,,Congo (Brazzaville),2020-06-21 04:33:19,883.0,27.0,391.0
45942,45943,06/20/2020,,Congo (Kinshasa),2020-06-21 04:33:19,5672.0,125.0,807.0
45950,45951,06/20/2020,,Djibouti,2020-06-21 04:33:19,4565.0,45.0,3565.0
45954,45955,06/20/2020,,Egypt,2020-06-21 04:33:19,53758.0,2106.0,14327.0
45956,45957,06/20/2020,,Equatorial Guinea,2020-06-21 04:33:19,1664.0,32.0,515.0
45957,45958,06/20/2020,,Eritrea,2020-06-21 04:33:19,143.0,0.0,39.0
45959,45960,06/20/2020,,Eswatini,2020-06-21 04:33:19,627.0,5.0,285.0
45960,45961,06/20/2020,,Ethiopia,2020-06-21 04:33:19,4469.0,72.0,1122.0
45964,45965,06/20/2020,,Gabon,2020-06-21 04:33:19,4428.0,34.0,1750.0
45965,45966,06/20/2020,,Gambia,2020-06-21 04:33:19,37.0,2.0,24.0
45967,45968,06/20/2020,,Ghana,2020-06-21 04:33:19,13717.0,85.0,10074.0
45971,45972,06/20/2020,,Guinea,2020-06-21 04:33:19,4960.0,27.0,3630.0
45972,45973,06/20/2020,,Guinea-Bissau,2020-06-21 04:33:19,1541.0,17.0,153.0
45984,45985,06/20/2020,,Ivory Coast,2020-06-21 04:33:19,7276.0,52.0,2992.0
45988,45989,06/20/2020,,Kenya,2020-06-21 04:33:19,4478.0,121.0,1586.0
45995,45996,06/20/2020,,Lesotho,2020-06-21 04:33:19,4.0,0.0,2.0
45996,45997,06/20/2020,,Liberia,2020-06-21 04:33:19,601.0,33.0,254.0
45997,45998,06/20/2020,,Libya,2020-06-21 04:33:19,544.0,10.0,98.0
46002,46003,06/20/2020,,Madagascar,2020-06-21 04:33:19,1503.0,13.0,618.0
46003,46004,06/20/2020,,Malawi,2020-06-21 04:33:19,620.0,8.0,91.0
46006,46007,06/20/2020,,Mali,2020-06-21 04:33:19,1933.0,109.0,1255.0
46008,46009,06/20/2020,,Mauritania,2020-06-21 04:33:19,2813.0,108.0,696.0
46009,46010,06/20/2020,,Mauritius,2020-06-21 04:33:19,337.0,10.0,326.0
46014,46015,06/20/2020,,Morocco,2020-06-21 04:33:19,9839.0,213.0,8223.0
46015,46016,06/20/2020,,Mozambique,2020-06-21 04:33:19,688.0,4.0,177.0
46016,46017,06/20/2020,,Namibia,2020-06-21 04:33:19,46.0,0.0,19.0
46021,46022,06/20/2020,,Niger,2020-06-21 04:33:19,1035.0,67.0,911.0
46022,46023,06/20/2020,,Nigeria,2020-06-21 04:33:19,19808.0,506.0,6718.0
46034,46035,06/20/2020,,Rwanda,2020-06-21 04:33:19,702.0,2.0,357.0
46039,46040,06/20/2020,,Sao Tome and Principe,2020-06-21 04:33:19,698.0,12.0,203.0
46041,46042,06/20/2020,,Senegal,2020-06-21 04:33:19,5783.0,82.0,3859.0
46043,46044,06/20/2020,,Seychelles,2020-06-21 04:33:19,11.0,0.0,11.0
46044,46045,06/20/2020,,Sierra Leone,2020-06-21 04:33:19,1309.0,53.0,746.0
46048,46049,06/20/2020,,Somalia,2020-06-21 04:33:19,2755.0,88.0,751.0
46049,46050,06/20/2020,,South Africa,2020-06-21 04:33:19,92681.0,1877.0,50326.0
46051,46052,06/20/2020,,South Sudan,2020-06-21 04:33:19,1882.0,34.0,122.0
46053,46054,06/20/2020,,Sudan,2020-06-21 04:33:19,8580.0,521.0,3325.0
46059,46060,06/20/2020,,Tanzania,2020-06-21 04:33:19,509.0,21.0,183.0
46062,46063,06/20/2020,,Togo,2020-06-21 04:33:19,561.0,13.0,366.0
46064,46065,06/20/2020,,Tunisia,2020-06-21 04:33:19,1156.0,50.0,1017.0
46066,46067,06/20/2020,,Uganda,2020-06-21 04:33:19,763.0,0.0,492.0
46073,46074,06/20/2020,,Western Sahara,2020-06-21 04:33:19,9.0,1.0,8.0
46075,46076,06/20/2020,,Zambia,2020-06-21 04:33:19,1430.0,11.0,1194.0
46076,46077,06/20/2020,,Zimbabwe,2020-06-21 04:33:19,479.0,4.0,63.0
46639,46640,06/21/2020,,Algeria,2020-06-22 04:33:20,11771.0,845.0,8422.0
46641,46642,06/21/2020,,Angola,2020-06-22 04:33:20,183.0,9.0,77.0
46654,46655,06/21/2020,,Benin,2020-06-22 04:33:20,765.0,13.0,253.0
46658,46659,06/21/2020,,Botswana,2020-06-22 04:33:20,89.0,1.0,25.0
46661,46662,06/21/2020,,Burkina Faso,2020-06-22 04:33:20,903.0,53.0,814.0
46663,46664,06/21/2020,,Burundi,2020-06-22 04:33:20,144.0,1.0,93.0
46666,46667,06/21/2020,,Cameroon,2020-06-22 04:33:20,11892.0,303.0,7710.0
46667,46668,06/21/2020,,Central African Republic,2020-06-22 04:33:20,2808.0,23.0,472.0
46668,46669,06/21/2020,,Chad,2020-06-22 04:33:20,858.0,74.0,752.0
46669,46670,06/21/2020,,Comoros,2020-06-22 04:33:20,247.0,5.0,159.0
46670,46671,06/21/2020,,Congo (Brazzaville),2020-06-22 04:33:20,883.0,27.0,391.0
46671,46672,06/21/2020,,Congo (Kinshasa),2020-06-22 04:33:20,5826.0,130.0,841.0
46679,46680,06/21/2020,,Djibouti,2020-06-22 04:33:20,4582.0,45.0,3859.0
46683,46684,06/21/2020,,Egypt,2020-06-22 04:33:20,55233.0,2193.0,14736.0
46685,46686,06/21/2020,,Equatorial Guinea,2020-06-22 04:33:20,1664.0,32.0,515.0
46686,46687,06/21/2020,,Eritrea,2020-06-22 04:33:20,143.0,0.0,39.0
46688,46689,06/21/2020,,Eswatini,2020-06-22 04:33:20,635.0,5.0,285.0
46689,46690,06/21/2020,,Ethiopia,2020-06-22 04:33:20,4532.0,74.0,1213.0
46693,46694,06/21/2020,,Gabon,2020-06-22 04:33:20,4428.0,34.0,1750.0
46694,46695,06/21/2020,,Gambia,2020-06-22 04:33:20,37.0,2.0,24.0
46696,46697,06/21/2020,,Ghana,2020-06-22 04:33:20,14154.0,85.0,10473.0
46700,46701,06/21/2020,,Guinea,2020-06-22 04:33:20,4988.0,27.0,3669.0
46701,46702,06/21/2020,,Guinea-Bissau,2020-06-22 04:33:20,1541.0,17.0,153.0
